"time","remote_ip","remote_user","request","response","bytes","referrer","agent"
"17/May/2015:16:05:46 +0000","94.23.21.169","-","GET /downloads/product_1 HTTP/1.1","404","331","-","Debian APT-HTTP/1.3 (0.9.7.9)"
"17/May/2015:16:05:23 +0000","92.63.172.59","-","GET /downloads/product_2 HTTP/1.1","404","339","-","Debian APT-HTTP/1.3 (1.0.1ubuntu2)"
"17/May/2015:16:05:55 +0000","84.208.15.12","-","GET /downloads/product_1 HTTP/1.1","404","333","-","Debian APT-HTTP/1.3 (0.8.16~exp12ubuntu10.21)"
"17/May/2015:16:05:09 +0000","154.66.205.242","-","GET /downloads/product_2 HTTP/1.1","404","324","-","Debian APT-HTTP/1.3 (0.8.16~exp12ubuntu10.21)"
"17/May/2015:16:05:33 +0000","195.210.47.239","-","GET /downloads/product_2 HTTP/1.1","404","333","-","Debian APT-HTTP/1.3 (0.8.16~exp12ubuntu10.21)"
"17/May/2015:16:05:40 +0000","87.85.173.82","-","GET /downloads/product_2 HTTP/1.1","404","318","-","Wget/1.13.4 (linux-gnu)"
"17/May/2015:16:05:54 +0000","92.50.100.22","-","GET /downloads/product_1 HTTP/1.1","404","331","-","Debian APT-HTTP/1.3 (0.9.7.9)"
"17/May/2015:16:05:16 +0000","212.67.220.58","-","GET /downloads/product_2 HTTP/1.1","304","0","-","Debian APT-HTTP/1.3 (0.9.7.9)"
"17/May/2015:16:05:52 +0000","85.214.47.178","-","GET /downloads/product_1 HTTP/1.1","404","331","-","Debian APT-HTTP/1.3 (0.9.7.9)"
"17/May/2015:16:05:57 +0000","94.23.21.169","-","GET /downloads/product_2 HTTP/1.1","404","339","-","Debian APT-HTTP/1.3 (0.9.7.9)"
"17/May/2015:16:05:41 +0000","83.42.24.252","-","GET /downloads/product_2 HTTP/1.1","304","0","-","Debian APT-HTTP/1.3 (0.8.16~exp12ubuntu10.14)"
"17/May/2015:16:05:10 +0000","213.135.92.86","-","GET /downloads/product_1 HTTP/1.1","404","334","-","Debian APT-HTTP/1.3 (0.9.7.9)"
